Dataset,Model,Score_Type,n,m,Algorithm,Trial,FCP,Relative_Length,Set_Size
Synthetic,RANKNET,VA,500,1000,DCR,3,0.929,0.22837066666666667,342.556
Synthetic,RANKNET,VA,500,1000,MDCR,3,0.93,0.22887933333333335,343.319
Synthetic,RANKNET,VA,500,1000,TCPR,3,0.982,0.307068,460.602
Synthetic,RANKNET,RA,500,1000,Oracle,4,0.879,0.22032466666666667,330.487
Synthetic,RANKNET,RA,500,1000,DCR,4,0.88,0.22150133333333333,332.252
Synthetic,RANKNET,RA,500,1000,MDCR,4,0.88,0.22150133333333333,332.252
Synthetic,RANKNET,RA,500,1000,TCPR,4,0.967,0.29726733333333333,445.901
Synthetic,RANKNET,VA,500,1000,Oracle,4,0.888,0.2098853333333333,314.828
Synthetic,RANKNET,VA,500,1000,DCR,4,0.892,0.21341333333333334,320.12
Synthetic,RANKNET,VA,500,1000,MDCR,4,0.892,0.21294533333333335,319.418
Synthetic,RANKNET,VA,500,1000,TCPR,4,0.978,0.289628,434.442
Synthetic,RANKNET,RA,500,1000,Oracle,5,0.908,0.23406133333333332,351.092
Synthetic,RANKNET,RA,500,1000,DCR,5,0.907,0.23290066666666667,349.351
Synthetic,RANKNET,RA,500,1000,MDCR,5,0.904,0.23173933333333332,347.609
Synthetic,RANKNET,RA,500,1000,TCPR,5,0.974,0.3153353333333333,473.003
Synthetic,RANKNET,VA,500,1000,Oracle,5,0.9,0.21414666666666668,321.22
Synthetic,RANKNET,VA,500,1000,DCR,5,0.91,0.218982,328.473
Synthetic,RANKNET,VA,500,1000,MDCR,5,0.909,0.21865866666666667,327.988
Synthetic,RANKNET,VA,500,1000,TCPR,5,0.977,0.296112,444.168
Synthetic,RANKNET,RA,500,1000,Oracle,6,0.888,0.225498,338.247
Synthetic,RANKNET,RA,500,1000,DCR,6,0.889,0.22667466666666666,340.012
Synthetic,RANKNET,RA,500,1000,MDCR,6,0.888,0.225498,338.247
Synthetic,RANKNET,RA,500,1000,TCPR,6,0.975,0.303492,455.238
Synthetic,RANKNET,VA,500,1000,Oracle,6,0.894,0.21349466666666667,320.242
Synthetic,RANKNET,VA,500,1000,DCR,6,0.904,0.2173693333333333,326.054
Synthetic,RANKNET,VA,500,1000,MDCR,6,0.904,0.21734,326.01
Synthetic,RANKNET,VA,500,1000,TCPR,6,0.987,0.30345933333333336,455.189
Synthetic,RANKNET,RA,500,1000,Oracle,7,0.928,0.24231666666666668,363.475
Synthetic,RANKNET,RA,500,1000,DCR,7,0.931,0.243474,365.211
Synthetic,RANKNET,RA,500,1000,MDCR,7,0.931,0.243474,365.211
Synthetic,RANKNET,RA,500,1000,TCPR,7,0.984,0.32340399999999997,485.106
Synthetic,RANKNET,VA,500,1000,Oracle,7,0.907,0.21521600000000002,322.824
Synthetic,RANKNET,VA,500,1000,DCR,7,0.924,0.22399933333333336,335.999
Synthetic,RANKNET,VA,500,1000,MDCR,7,0.924,0.2238433333333333,335.765
Synthetic,RANKNET,VA,500,1000,TCPR,7,0.986,0.3028113333333333,454.217
Synthetic,RANKNET,RA,500,1000,Oracle,8,0.928,0.24311266666666664,364.669
Synthetic,RANKNET,RA,500,1000,DCR,8,0.937,0.2534946666666667,380.242
Synthetic,RANKNET,RA,500,1000,MDCR,8,0.937,0.2534946666666667,380.242
Synthetic,RANKNET,RA,500,1000,TCPR,8,0.983,0.3394453333333333,509.168
Synthetic,RANKNET,VA,500,1000,Oracle,8,0.914,0.219382,329.073
Synthetic,RANKNET,VA,500,1000,DCR,8,0.945,0.24019066666666666,360.286
Synthetic,RANKNET,VA,500,1000,MDCR,8,0.945,0.2401033333333333,360.155
Synthetic,RANKNET,VA,500,1000,TCPR,8,0.989,0.320378,480.567
Synthetic,RANKNET,RA,500,1000,Oracle,9,0.886,0.22295266666666666,334.429
Synthetic,RANKNET,RA,500,1000,DCR,9,0.887,0.22412066666666666,336.181
Synthetic,RANKNET,RA,500,1000,MDCR,9,0.887,0.22412066666666666,336.181
Synthetic,RANKNET,RA,500,1000,TCPR,9,0.967,0.298106,447.159
Synthetic,RANKNET,VA,500,1000,Oracle,9,0.872,0.20396333333333333,305.945
Synthetic,RANKNET,VA,500,1000,DCR,9,0.894,0.21357933333333334,320.369
Synthetic,RANKNET,VA,500,1000,MDCR,9,0.892,0.21328266666666665,319.924
Synthetic,RANKNET,VA,500,1000,TCPR,9,0.976,0.30135866666666666,452.038
Synthetic,RANKNET,RA,500,1000,Oracle,10,0.933,0.24336000000000002,365.04
Synthetic,RANKNET,RA,500,1000,DCR,10,0.933,0.24451799999999999,366.777
Synthetic,RANKNET,RA,500,1000,MDCR,10,0.933,0.24451799999999999,366.777
Synthetic,RANKNET,RA,500,1000,TCPR,10,0.981,0.322254,483.381
Synthetic,RANKNET,VA,500,1000,Oracle,10,0.919,0.220312,330.468
Synthetic,RANKNET,VA,500,1000,DCR,10,0.929,0.22870533333333332,343.058
Synthetic,RANKNET,VA,500,1000,MDCR,10,0.929,0.22898666666666667,343.48
Synthetic,RANKNET,VA,500,1000,TCPR,10,0.984,0.304134,456.201
Synthetic,RANKNET,RA,500,1000,Oracle,11,0.889,0.224624,336.936
Synthetic,RANKNET,RA,500,1000,DCR,11,0.889,0.224624,336.936
Synthetic,RANKNET,RA,500,1000,MDCR,11,0.889,0.224624,336.936
Synthetic,RANKNET,RA,500,1000,TCPR,11,0.968,0.30032133333333333,450.482
Synthetic,RANKNET,VA,500,1000,Oracle,11,0.909,0.21750066666666665,326.251
Synthetic,RANKNET,VA,500,1000,DCR,11,0.926,0.22495266666666666,337.429
Synthetic,RANKNET,VA,500,1000,MDCR,11,0.926,0.2250873333333333,337.631
Synthetic,RANKNET,VA,500,1000,TCPR,11,0.978,0.3061466666666667,459.22
Synthetic,RANKNET,RA,500,1000,Oracle,12,0.915,0.23626799999999998,354.402
Synthetic,RANKNET,RA,500,1000,DCR,12,0.92,0.240904,361.356
Synthetic,RANKNET,RA,500,1000,MDCR,12,0.923,0.24206133333333332,363.092
Synthetic,RANKNET,RA,500,1000,TCPR,12,0.981,0.3211173333333333,481.676
Synthetic,RANKNET,VA,500,1000,Oracle,12,0.899,0.21377266666666667,320.659
Synthetic,RANKNET,VA,500,1000,DCR,12,0.918,0.225668,338.502
Synthetic,RANKNET,VA,500,1000,MDCR,12,0.918,0.22585333333333332,338.78
Synthetic,RANKNET,VA,500,1000,TCPR,12,0.983,0.310342,465.513
Synthetic,RANKNET,RA,500,1000,Oracle,13,0.889,0.224668,337.002
Synthetic,RANKNET,RA,500,1000,DCR,13,0.899,0.23284266666666667,349.264
Synthetic,RANKNET,RA,500,1000,MDCR,13,0.897,0.231678,347.517
Synthetic,RANKNET,RA,500,1000,TCPR,13,0.971,0.309886,464.829
Synthetic,RANKNET,VA,500,1000,Oracle,13,0.879,0.20646733333333334,309.701
Synthetic,RANKNET,VA,500,1000,DCR,13,0.896,0.214928,322.392
Synthetic,RANKNET,VA,500,1000,MDCR,13,0.896,0.21473266666666666,322.099
Synthetic,RANKNET,VA,500,1000,TCPR,13,0.977,0.2942686666666667,441.403
Synthetic,RANKNET,RA,500,1000,Oracle,14,0.922,0.23981866666666668,359.728
Synthetic,RANKNET,RA,500,1000,DCR,14,0.927,0.244428,366.642
Synthetic,RANKNET,RA,500,1000,MDCR,14,0.927,0.244428,366.642
Synthetic,RANKNET,RA,500,1000,TCPR,14,0.981,0.3205286666666667,480.793
Synthetic,RANKNET,VA,500,1000,Oracle,14,0.915,0.21805266666666667,327.079
Synthetic,RANKNET,VA,500,1000,DCR,14,0.932,0.229484,344.226
Synthetic,RANKNET,VA,500,1000,MDCR,14,0.932,0.229896,344.844
Synthetic,RANKNET,VA,500,1000,TCPR,14,0.985,0.3164,474.6
Synthetic,RANKNET,RA,500,1000,Oracle,15,0.909,0.23463733333333334,351.956
Synthetic,RANKNET,RA,500,1000,DCR,15,0.909,0.23463733333333334,351.956
Synthetic,RANKNET,RA,500,1000,MDCR,15,0.909,0.23463733333333334,351.956
Synthetic,RANKNET,RA,500,1000,TCPR,15,0.974,0.30779,461.685
Synthetic,RANKNET,VA,500,1000,Oracle,15,0.899,0.21492066666666665,322.381
Synthetic,RANKNET,VA,500,1000,DCR,15,0.906,0.22093400000000002,331.401
Synthetic,RANKNET,VA,500,1000,MDCR,15,0.906,0.22035733333333332,330.536
Synthetic,RANKNET,VA,500,1000,TCPR,15,0.984,0.301462,452.193
Synthetic,RANKNET,RA,500,1000,Oracle,16,0.902,0.23256733333333332,348.851
Synthetic,RANKNET,RA,500,1000,DCR,16,0.91,0.23607933333333336,354.119
Synthetic,RANKNET,RA,500,1000,MDCR,16,0.91,0.23607933333333336,354.119
Synthetic,RANKNET,RA,500,1000,TCPR,16,0.978,0.31686933333333334,475.304
Synthetic,RANKNET,VA,500,1000,Oracle,16,0.906,0.21652266666666667,324.784
Synthetic,RANKNET,VA,500,1000,DCR,16,0.917,0.2232073333333333,334.811
Synthetic,RANKNET,VA,500,1000,MDCR,16,0.914,0.222322,333.483
Synthetic,RANKNET,VA,500,1000,TCPR,16,0.981,0.30579866666666666,458.698
Synthetic,RANKNET,RA,500,1000,Oracle,17,0.893,0.22708533333333333,340.628
Synthetic,RANKNET,RA,500,1000,DCR,17,0.892,0.22591866666666666,338.878
Synthetic,RANKNET,RA,500,1000,MDCR,17,0.893,0.22708533333333333,340.628
Synthetic,RANKNET,RA,500,1000,TCPR,17,0.967,0.3043186666666667,456.478
Synthetic,RANKNET,VA,500,1000,Oracle,17,0.899,0.21318666666666664,319.78
Synthetic,RANKNET,VA,500,1000,DCR,17,0.908,0.21720933333333334,325.814
Synthetic,RANKNET,VA,500,1000,MDCR,17,0.908,0.21679933333333334,325.199
Synthetic,RANKNET,VA,500,1000,TCPR,17,0.978,0.29519,442.785
Synthetic,RANKNET,RA,500,1000,Oracle,18,0.914,0.237628,356.442
Synthetic,RANKNET,RA,500,1000,DCR,18,0.917,0.23997066666666667,359.956
Synthetic,RANKNET,RA,500,1000,MDCR,18,0.917,0.23997066666666667,359.956
Synthetic,RANKNET,RA,500,1000,TCPR,18,0.979,0.3230053333333333,484.508
Synthetic,RANKNET,VA,500,1000,Oracle,18,0.904,0.21732866666666667,325.993
Synthetic,RANKNET,VA,500,1000,DCR,18,0.921,0.22624533333333333,339.368
Synthetic,RANKNET,VA,500,1000,MDCR,18,0.921,0.22561866666666666,338.428
Synthetic,RANKNET,VA,500,1000,TCPR,18,0.981,0.30129866666666666,451.948
Synthetic,RANKNET,RA,500,1000,Oracle,19,0.875,0.219676,329.514
Synthetic,RANKNET,RA,500,1000,DCR,19,0.913,0.23974,359.61
Synthetic,RANKNET,RA,500,1000,MDCR,19,0.913,0.23974,359.61
Synthetic,RANKNET,RA,500,1000,TCPR,19,0.974,0.31506266666666666,472.594
Synthetic,RANKNET,VA,500,1000,Oracle,19,0.9,0.21670999999999999,325.065
Synthetic,RANKNET,VA,500,1000,DCR,19,0.939,0.23762399999999997,356.436
Synthetic,RANKNET,VA,500,1000,MDCR,19,0.939,0.23760533333333334,356.408
Synthetic,RANKNET,VA,500,1000,TCPR,19,0.982,0.31884999999999997,478.275
Synthetic,RANKNET,RA,500,1000,Oracle,20,0.897,0.22772933333333334,341.594
Synthetic,RANKNET,RA,500,1000,DCR,20,0.927,0.24621333333333334,369.32
Synthetic,RANKNET,RA,500,1000,MDCR,20,0.927,0.24621333333333334,369.32
Synthetic,RANKNET,RA,500,1000,TCPR,20,0.985,0.325426,488.139
Synthetic,RANKNET,VA,500,1000,Oracle,20,0.92,0.2190953333333333,328.643
Synthetic,RANKNET,VA,500,1000,DCR,20,0.939,0.231102,346.653
Synthetic,RANKNET,VA,500,1000,MDCR,20,0.939,0.2311406666666667,346.711
Synthetic,RANKNET,VA,500,1000,TCPR,20,0.986,0.31025,465.375
Synthetic,RANKNET,RA,500,1000,Oracle,21,0.928,0.24172200000000002,362.583
Synthetic,RANKNET,RA,500,1000,DCR,21,0.937,0.252116,378.174
Synthetic,RANKNET,RA,500,1000,MDCR,21,0.942,0.2532686666666667,379.903
Synthetic,RANKNET,RA,500,1000,TCPR,21,0.983,0.336044,504.066
Synthetic,RANKNET,VA,500,1000,Oracle,21,0.925,0.221586,332.379
Synthetic,RANKNET,VA,500,1000,DCR,21,0.939,0.23558466666666666,353.377
Synthetic,RANKNET,VA,500,1000,MDCR,21,0.939,0.23611866666666667,354.178
Synthetic,RANKNET,VA,500,1000,TCPR,21,0.984,0.30729466666666666,460.942
Synthetic,RANKNET,RA,500,1000,Oracle,22,0.942,0.24831866666666666,372.478
Synthetic,RANKNET,RA,500,1000,DCR,22,0.942,0.24831866666666666,372.478
Synthetic,RANKNET,RA,500,1000,MDCR,22,0.942,0.24831866666666666,372.478
Synthetic,RANKNET,RA,500,1000,TCPR,22,0.979,0.32776466666666665,491.647
Synthetic,RANKNET,VA,500,1000,Oracle,22,0.926,0.22032533333333335,330.488
Synthetic,RANKNET,VA,500,1000,DCR,22,0.938,0.231564,347.346
Synthetic,RANKNET,VA,500,1000,MDCR,22,0.938,0.23152466666666666,347.287
Synthetic,RANKNET,VA,500,1000,TCPR,22,0.983,0.3096586666666667,464.488
Synthetic,RANKNET,RA,500,1000,Oracle,23,0.911,0.235774,353.661
Synthetic,RANKNET,RA,500,1000,DCR,23,0.916,0.238094,357.141
Synthetic,RANKNET,RA,500,1000,MDCR,23,0.916,0.238094,357.141
Synthetic,RANKNET,RA,500,1000,TCPR,23,0.974,0.31713600000000003,475.704
Synthetic,RANKNET,VA,500,1000,Oracle,23,0.915,0.219358,329.037
Synthetic,RANKNET,VA,500,1000,DCR,23,0.926,0.225136,337.704
Synthetic,RANKNET,VA,500,1000,MDCR,23,0.926,0.22523933333333332,337.859
Synthetic,RANKNET,VA,500,1000,TCPR,23,0.981,0.306014,459.021
Synthetic,RANKNET,RA,500,1000,Oracle,24,0.899,0.23008666666666666,345.13
Synthetic,RANKNET,RA,500,1000,DCR,24,0.899,0.23008666666666666,345.13
Synthetic,RANKNET,RA,500,1000,MDCR,24,0.899,0.22892266666666666,343.384
Synthetic,RANKNET,RA,500,1000,TCPR,24,0.977,0.31051466666666666,465.772
Synthetic,RANKNET,VA,500,1000,Oracle,24,0.906,0.214608,321.912
Synthetic,RANKNET,VA,500,1000,DCR,24,0.932,0.22960866666666668,344.413
Synthetic,RANKNET,VA,500,1000,MDCR,24,0.933,0.23017333333333334,345.26
Synthetic,RANKNET,VA,500,1000,TCPR,24,0.981,0.30794333333333335,461.915
Synthetic,RANKNET,RA,500,1000,Oracle,25,0.909,0.23394733333333334,350.921
Synthetic,RANKNET,RA,500,1000,DCR,25,0.913,0.236272,354.408
Synthetic,RANKNET,RA,500,1000,MDCR,25,0.913,0.236272,354.408
Synthetic,RANKNET,RA,500,1000,TCPR,25,0.976,0.31537533333333334,473.063
Synthetic,RANKNET,VA,500,1000,Oracle,25,0.917,0.21961466666666668,329.422
Synthetic,RANKNET,VA,500,1000,DCR,25,0.922,0.22323666666666667,334.855
Synthetic,RANKNET,VA,500,1000,MDCR,25,0.922,0.22350466666666666,335.257
Synthetic,RANKNET,VA,500,1000,TCPR,25,0.98,0.300238,450.357
Synthetic,RANKNET,RA,500,1000,Oracle,26,0.894,0.22651866666666667,339.778
Synthetic,RANKNET,RA,500,1000,DCR,26,0.917,0.24391466666666667,365.872
Synthetic,RANKNET,RA,500,1000,MDCR,26,0.917,0.24391466666666667,365.872
Synthetic,RANKNET,RA,500,1000,TCPR,26,0.973,0.31816666666666665,477.25
Synthetic,RANKNET,VA,500,1000,Oracle,26,0.893,0.210976,316.464
Synthetic,RANKNET,VA,500,1000,DCR,26,0.924,0.227032,340.548
Synthetic,RANKNET,VA,500,1000,MDCR,26,0.923,0.22697333333333333,340.46
Synthetic,RANKNET,VA,500,1000,TCPR,26,0.979,0.30984733333333336,464.771
Synthetic,RANKNET,RA,500,1000,Oracle,27,0.902,0.23220933333333335,348.314
Synthetic,RANKNET,RA,500,1000,DCR,27,0.916,0.23804466666666668,357.067
Synthetic,RANKNET,RA,500,1000,MDCR,27,0.916,0.23804466666666668,357.067
Synthetic,RANKNET,RA,500,1000,TCPR,27,0.979,0.317556,476.334
Synthetic,RANKNET,VA,500,1000,Oracle,27,0.897,0.21428866666666666,321.433
Synthetic,RANKNET,VA,500,1000,DCR,27,0.919,0.22634933333333335,339.524
Synthetic,RANKNET,VA,500,1000,MDCR,27,0.919,0.226128,339.192
Synthetic,RANKNET,VA,500,1000,TCPR,27,0.984,0.3066506666666667,459.976
Synthetic,RANKNET,RA,500,1000,Oracle,28,0.898,0.228434,342.651
Synthetic,RANKNET,RA,500,1000,DCR,28,0.899,0.230772,346.158
Synthetic,RANKNET,RA,500,1000,MDCR,28,0.901,0.23193933333333333,347.909
Synthetic,RANKNET,RA,500,1000,TCPR,28,0.974,0.31155533333333335,467.333
Synthetic,RANKNET,VA,500,1000,Oracle,28,0.887,0.20981133333333332,314.717
Synthetic,RANKNET,VA,500,1000,DCR,28,0.886,0.20935133333333333,314.027
Synthetic,RANKNET,VA,500,1000,MDCR,28,0.886,0.20966666666666667,314.5
Synthetic,RANKNET,VA,500,1000,TCPR,28,0.971,0.2801266666666667,420.19
Synthetic,RANKNET,RA,500,1000,Oracle,29,0.905,0.23287600000000003,349.314
Synthetic,RANKNET,RA,500,1000,DCR,29,0.916,0.23984733333333336,359.771
Synthetic,RANKNET,RA,500,1000,MDCR,29,0.916,0.23984733333333336,359.771
Synthetic,RANKNET,RA,500,1000,TCPR,29,0.975,0.3122546666666667,468.382
Synthetic,RANKNET,VA,500,1000,Oracle,29,0.915,0.21865066666666666,327.976
Synthetic,RANKNET,VA,500,1000,DCR,29,0.923,0.22343333333333332,335.15
Synthetic,RANKNET,VA,500,1000,MDCR,29,0.923,0.22438866666666668,336.583
Synthetic,RANKNET,VA,500,1000,TCPR,29,0.98,0.29507333333333335,442.61
Synthetic,RANKNET,RA,500,1000,Oracle,30,0.912,0.23590666666666668,353.86
Synthetic,RANKNET,RA,500,1000,DCR,30,0.921,0.24167933333333333,362.519
Synthetic,RANKNET,RA,500,1000,MDCR,30,0.921,0.24167933333333333,362.519
Synthetic,RANKNET,RA,500,1000,TCPR,30,0.977,0.314832,472.248
Synthetic,RANKNET,VA,500,1000,Oracle,30,0.898,0.21226066666666668,318.391
Synthetic,RANKNET,VA,500,1000,DCR,30,0.914,0.22003933333333334,330.059
Synthetic,RANKNET,VA,500,1000,MDCR,30,0.916,0.220588,330.882
Synthetic,RANKNET,VA,500,1000,TCPR,30,0.978,0.293482,440.223
Synthetic,RANKNET,RA,500,1000,Oracle,31,0.889,0.22434133333333334,336.512
Synthetic,RANKNET,RA,500,1000,DCR,31,0.898,0.23247266666666666,348.709
Synthetic,RANKNET,RA,500,1000,MDCR,31,0.895,0.23131333333333334,346.97
Synthetic,RANKNET,RA,500,1000,TCPR,31,0.967,0.3047473333333333,457.121
Synthetic,RANKNET,VA,500,1000,Oracle,31,0.89,0.209726,314.589
Synthetic,RANKNET,VA,500,1000,DCR,31,0.905,0.218138,327.207
Synthetic,RANKNET,VA,500,1000,MDCR,31,0.904,0.21763666666666664,326.455
Synthetic,RANKNET,VA,500,1000,TCPR,31,0.977,0.290326,435.489
Synthetic,RANKNET,RA,500,1000,Oracle,32,0.911,0.235404,353.106
Synthetic,RANKNET,RA,500,1000,DCR,32,0.918,0.24006133333333332,360.092
Synthetic,RANKNET,RA,500,1000,MDCR,32,0.919,0.24122333333333332,361.835
Synthetic,RANKNET,RA,500,1000,TCPR,32,0.975,0.317216,475.824
Synthetic,RANKNET,VA,500,1000,Oracle,32,0.906,0.21569000000000002,323.535
Synthetic,RANKNET,VA,500,1000,DCR,32,0.93,0.228966,343.449
Synthetic,RANKNET,VA,500,1000,MDCR,32,0.93,0.22903533333333334,343.553
Synthetic,RANKNET,VA,500,1000,TCPR,32,0.984,0.31372866666666666,470.593
Synthetic,RANKNET,RA,500,1000,Oracle,33,0.867,0.216856,325.284
Synthetic,RANKNET,RA,500,1000,DCR,33,0.878,0.220396,330.594
Synthetic,RANKNET,RA,500,1000,MDCR,33,0.878,0.220396,330.594
Synthetic,RANKNET,RA,500,1000,TCPR,33,0.967,0.3018166666666667,452.725
Synthetic,RANKNET,VA,500,1000,Oracle,33,0.881,0.20874800000000002,313.122
Synthetic,RANKNET,VA,500,1000,DCR,33,0.891,0.21329133333333333,319.937
Synthetic,RANKNET,VA,500,1000,MDCR,33,0.891,0.2132686666666667,319.903
Synthetic,RANKNET,VA,500,1000,TCPR,33,0.977,0.293786,440.679
Synthetic,RANKNET,RA,500,1000,Oracle,34,0.915,0.23764133333333332,356.462
Synthetic,RANKNET,RA,500,1000,DCR,34,0.91,0.23413066666666668,351.196
Synthetic,RANKNET,RA,500,1000,MDCR,34,0.91,0.23413066666666668,351.196
Synthetic,RANKNET,RA,500,1000,TCPR,34,0.98,0.3138106666666667,470.716
Synthetic,RANKNET,VA,500,1000,Oracle,34,0.913,0.220206,330.309
Synthetic,RANKNET,VA,500,1000,DCR,34,0.924,0.22461266666666665,336.919
Synthetic,RANKNET,VA,500,1000,MDCR,34,0.923,0.22388266666666667,335.824
Synthetic,RANKNET,VA,500,1000,TCPR,34,0.982,0.3015313333333334,452.297
Synthetic,RANKNET,RA,500,1000,Oracle,35,0.906,0.23350866666666664,350.263
Synthetic,RANKNET,RA,500,1000,DCR,35,0.926,0.2463746666666667,369.562
Synthetic,RANKNET,RA,500,1000,MDCR,35,0.926,0.2463746666666667,369.562
Synthetic,RANKNET,RA,500,1000,TCPR,35,0.979,0.32905199999999996,493.578
Synthetic,RANKNET,VA,500,1000,Oracle,35,0.91,0.21796533333333332,326.948
Synthetic,RANKNET,VA,500,1000,DCR,35,0.93,0.23087866666666665,346.318
Synthetic,RANKNET,VA,500,1000,MDCR,35,0.931,0.230996,346.494
Synthetic,RANKNET,VA,500,1000,TCPR,35,0.981,0.3083906666666667,462.586
Synthetic,RANKNET,RA,500,1000,Oracle,36,0.889,0.22414866666666666,336.223
Synthetic,RANKNET,RA,500,1000,DCR,36,0.899,0.233436,350.154
Synthetic,RANKNET,RA,500,1000,MDCR,36,0.899,0.233436,350.154
Synthetic,RANKNET,RA,500,1000,TCPR,36,0.974,0.30778066666666665,461.671
Synthetic,RANKNET,VA,500,1000,Oracle,36,0.891,0.209052,313.578
Synthetic,RANKNET,VA,500,1000,DCR,36,0.916,0.22045666666666666,330.685
Synthetic,RANKNET,VA,500,1000,MDCR,36,0.918,0.22094133333333332,331.412
Synthetic,RANKNET,VA,500,1000,TCPR,36,0.981,0.29871533333333333,448.073
Synthetic,RANKNET,RA,500,1000,Oracle,37,0.909,0.235682,353.523
Synthetic,RANKNET,RA,500,1000,DCR,37,0.907,0.23450733333333335,351.761
Synthetic,RANKNET,RA,500,1000,MDCR,37,0.907,0.23450733333333335,351.761
Synthetic,RANKNET,RA,500,1000,TCPR,37,0.981,0.32105266666666665,481.579
Synthetic,RANKNET,VA,500,1000,Oracle,37,0.913,0.22133066666666665,331.996
Synthetic,RANKNET,VA,500,1000,DCR,37,0.93,0.23048933333333332,345.734
Synthetic,RANKNET,VA,500,1000,MDCR,37,0.929,0.23012666666666667,345.19
Synthetic,RANKNET,VA,500,1000,TCPR,37,0.985,0.310436,465.654
Synthetic,RANKNET,RA,500,1000,Oracle,38,0.883,0.22252,333.78
Synthetic,RANKNET,RA,500,1000,DCR,38,0.895,0.228388,342.582
Synthetic,RANKNET,RA,500,1000,MDCR,38,0.892,0.227216,340.824
Synthetic,RANKNET,RA,500,1000,TCPR,38,0.967,0.30589133333333335,458.837
Synthetic,RANKNET,VA,500,1000,Oracle,38,0.899,0.21394066666666667,320.911
Synthetic,RANKNET,VA,500,1000,DCR,38,0.904,0.216906,325.359
Synthetic,RANKNET,VA,500,1000,MDCR,38,0.904,0.21724000000000002,325.86
Synthetic,RANKNET,VA,500,1000,TCPR,38,0.975,0.29495333333333335,442.43
Synthetic,RANKNET,RA,500,1000,Oracle,39,0.891,0.22606466666666666,339.097
Synthetic,RANKNET,RA,500,1000,DCR,39,0.894,0.22958333333333333,344.375
Synthetic,RANKNET,RA,500,1000,MDCR,39,0.894,0.22958333333333333,344.375
Synthetic,RANKNET,RA,500,1000,TCPR,39,0.963,0.30169599999999996,452.544
Synthetic,RANKNET,VA,500,1000,Oracle,39,0.885,0.20925266666666667,313.879
Synthetic,RANKNET,VA,500,1000,DCR,39,0.907,0.219462,329.193
Synthetic,RANKNET,VA,500,1000,MDCR,39,0.907,0.22029866666666664,330.448
Synthetic,RANKNET,VA,500,1000,TCPR,39,0.974,0.294944,442.416
Synthetic,RANKNET,RA,500,1000,Oracle,40,0.928,0.24337,365.055
Synthetic,RANKNET,RA,500,1000,DCR,40,0.931,0.24570133333333335,368.552
Synthetic,RANKNET,RA,500,1000,MDCR,40,0.933,0.24686599999999997,370.299
Synthetic,RANKNET,RA,500,1000,TCPR,40,0.982,0.32392133333333334,485.882
Synthetic,RANKNET,VA,500,1000,Oracle,40,0.927,0.22440800000000002,336.612
Synthetic,RANKNET,VA,500,1000,DCR,40,0.937,0.23332666666666668,349.99
