Dataset,Model,Score_Type,n,m,Algorithm,Trial,FCP,Relative_Length,Set_Size
Synthetic,RANKNET,VA,500,1000,MDCR,50,0.947,0.22983466666666666,344.752
Synthetic,RANKNET,RA,500,1000,DCR,51,0.906,0.22643,339.645
Synthetic,RANKNET,RA,500,1000,MDCR,51,0.906,0.22643,339.645
Synthetic,RANKNET,VA,500,1000,DCR,51,0.923,0.21706799999999998,325.602
Synthetic,RANKNET,VA,500,1000,MDCR,51,0.923,0.21631799999999998,324.477
Synthetic,RANKNET,RA,500,1000,DCR,52,0.903,0.224112,336.168
Synthetic,RANKNET,RA,500,1000,MDCR,52,0.903,0.224112,336.168
Synthetic,RANKNET,VA,500,1000,DCR,52,0.904,0.20832666666666666,312.49
Synthetic,RANKNET,VA,500,1000,MDCR,52,0.903,0.208258,312.387
Synthetic,RANKNET,RA,500,1000,DCR,53,0.905,0.22638,339.57
Synthetic,RANKNET,RA,500,1000,MDCR,53,0.905,0.22638,339.57
Synthetic,RANKNET,VA,500,1000,DCR,53,0.923,0.222294,333.441
Synthetic,RANKNET,VA,500,1000,MDCR,53,0.924,0.22276400000000002,334.146
Synthetic,RANKNET,RA,500,1000,DCR,54,0.922,0.23593933333333333,353.909
Synthetic,RANKNET,RA,500,1000,MDCR,54,0.922,0.23593933333333333,353.909
Synthetic,RANKNET,VA,500,1000,DCR,54,0.919,0.21542733333333336,323.141
Synthetic,RANKNET,VA,500,1000,MDCR,54,0.919,0.21542933333333333,323.144
Synthetic,RANKNET,RA,500,1000,DCR,55,0.907,0.22769466666666666,341.542
Synthetic,RANKNET,RA,500,1000,MDCR,55,0.907,0.22769466666666666,341.542
Synthetic,RANKNET,VA,500,1000,DCR,55,0.916,0.21628933333333336,324.434
Synthetic,RANKNET,VA,500,1000,MDCR,55,0.916,0.216136,324.204
Synthetic,RANKNET,RA,500,1000,DCR,56,0.902,0.22392733333333334,335.891
Synthetic,RANKNET,RA,500,1000,MDCR,56,0.902,0.22392733333333334,335.891
Synthetic,RANKNET,VA,500,1000,DCR,56,0.91,0.21411266666666665,321.169
Synthetic,RANKNET,VA,500,1000,MDCR,56,0.91,0.21522466666666665,322.837
Synthetic,RANKNET,RA,500,1000,DCR,57,0.913,0.23075199999999998,346.128
Synthetic,RANKNET,RA,500,1000,MDCR,57,0.913,0.23075199999999998,346.128
Synthetic,RANKNET,VA,500,1000,DCR,57,0.93,0.219952,329.928
Synthetic,RANKNET,VA,500,1000,MDCR,57,0.929,0.21936866666666666,329.053
Synthetic,RANKNET,RA,500,1000,DCR,58,0.904,0.22664133333333333,339.962
Synthetic,RANKNET,RA,500,1000,MDCR,58,0.905,0.22782133333333335,341.732
Synthetic,RANKNET,VA,500,1000,DCR,58,0.909,0.21380933333333332,320.714
Synthetic,RANKNET,VA,500,1000,MDCR,58,0.909,0.213708,320.562
Synthetic,RANKNET,RA,500,1000,DCR,59,0.931,0.24519066666666667,367.786
Synthetic,RANKNET,RA,500,1000,MDCR,59,0.931,0.24633333333333332,369.5
Synthetic,RANKNET,VA,500,1000,DCR,59,0.939,0.2266493333333333,339.974
Synthetic,RANKNET,VA,500,1000,MDCR,59,0.939,0.22658066666666665,339.871
Synthetic,RANKNET,RA,500,1000,DCR,60,0.905,0.22380999999999998,335.715
Synthetic,RANKNET,RA,500,1000,MDCR,60,0.903,0.22263466666666668,333.952
Synthetic,RANKNET,VA,500,1000,DCR,60,0.907,0.21090066666666665,316.351
Synthetic,RANKNET,VA,500,1000,MDCR,60,0.908,0.21139333333333332,317.09
Synthetic,RANKNET,RA,500,1000,DCR,61,0.911,0.23168933333333333,347.534
Synthetic,RANKNET,RA,500,1000,MDCR,61,0.911,0.23168933333333333,347.534
Synthetic,RANKNET,VA,500,1000,DCR,61,0.922,0.22198533333333334,332.978
Synthetic,RANKNET,VA,500,1000,MDCR,61,0.922,0.22196466666666667,332.947
Synthetic,RANKNET,RA,500,1000,DCR,62,0.932,0.239422,359.133
Synthetic,RANKNET,RA,500,1000,MDCR,62,0.932,0.24059,360.885
Synthetic,RANKNET,VA,500,1000,DCR,62,0.931,0.22411,336.165
Synthetic,RANKNET,VA,500,1000,MDCR,62,0.931,0.22328800000000001,334.932
Synthetic,RANKNET,RA,500,1000,DCR,63,0.915,0.23097866666666667,346.468
Synthetic,RANKNET,RA,500,1000,MDCR,63,0.915,0.23214933333333332,348.224
Synthetic,RANKNET,VA,500,1000,DCR,63,0.921,0.21693666666666664,325.405
Synthetic,RANKNET,VA,500,1000,MDCR,63,0.921,0.21724066666666667,325.861
Synthetic,RANKNET,RA,500,1000,DCR,64,0.905,0.22869533333333333,343.043
Synthetic,RANKNET,RA,500,1000,MDCR,64,0.904,0.22752133333333333,341.282
Synthetic,RANKNET,VA,500,1000,DCR,64,0.913,0.21585866666666667,323.788
Synthetic,RANKNET,VA,500,1000,MDCR,64,0.913,0.21556466666666665,323.347
Synthetic,RANKNET,RA,500,1000,DCR,65,0.891,0.22021066666666664,330.316
Synthetic,RANKNET,RA,500,1000,MDCR,65,0.891,0.22021066666666664,330.316
Synthetic,RANKNET,VA,500,1000,DCR,65,0.903,0.20884199999999997,313.263
Synthetic,RANKNET,VA,500,1000,MDCR,65,0.902,0.20846266666666668,312.694
Synthetic,RANKNET,RA,500,1000,DCR,66,0.911,0.23077533333333333,346.163
Synthetic,RANKNET,RA,500,1000,MDCR,66,0.911,0.23077533333333333,346.163
Synthetic,RANKNET,VA,500,1000,DCR,66,0.914,0.21669133333333332,325.037
Synthetic,RANKNET,VA,500,1000,MDCR,66,0.914,0.2164333333333333,324.65
Synthetic,RANKNET,RA,500,1000,DCR,67,0.909,0.229638,344.457
Synthetic,RANKNET,RA,500,1000,MDCR,67,0.909,0.229638,344.457
Synthetic,RANKNET,VA,500,1000,DCR,67,0.92,0.21799600000000002,326.994
Synthetic,RANKNET,VA,500,1000,MDCR,67,0.919,0.217192,325.788
Synthetic,RANKNET,RA,500,1000,DCR,68,0.925,0.23912533333333333,358.688
Synthetic,RANKNET,RA,500,1000,MDCR,68,0.925,0.23912533333333333,358.688
Synthetic,RANKNET,VA,500,1000,DCR,68,0.939,0.22501933333333332,337.529
Synthetic,RANKNET,VA,500,1000,MDCR,68,0.939,0.2253613333333333,338.042
Synthetic,RANKNET,RA,500,1000,DCR,69,0.891,0.221826,332.739
Synthetic,RANKNET,RA,500,1000,MDCR,69,0.891,0.221826,332.739
Synthetic,RANKNET,VA,500,1000,DCR,69,0.91,0.21552799999999997,323.292
Synthetic,RANKNET,VA,500,1000,MDCR,69,0.91,0.21537,323.055
Synthetic,RANKNET,RA,500,1000,DCR,70,0.882,0.21329800000000002,319.947
Synthetic,RANKNET,RA,500,1000,MDCR,70,0.882,0.21329800000000002,319.947
Synthetic,RANKNET,VA,500,1000,DCR,70,0.899,0.20679399999999998,310.191
Synthetic,RANKNET,VA,500,1000,MDCR,70,0.899,0.20655133333333334,309.827
Synthetic,RANKNET,RA,500,1000,DCR,71,0.917,0.23196466666666668,347.947
Synthetic,RANKNET,RA,500,1000,MDCR,71,0.917,0.23196466666666668,347.947
Synthetic,RANKNET,VA,500,1000,DCR,71,0.925,0.22148933333333332,332.234
Synthetic,RANKNET,VA,500,1000,MDCR,71,0.925,0.22037,330.555
Synthetic,RANKNET,RA,500,1000,DCR,72,0.909,0.22841266666666668,342.619
Synthetic,RANKNET,RA,500,1000,MDCR,72,0.909,0.22841266666666668,342.619
Synthetic,RANKNET,VA,500,1000,DCR,72,0.924,0.21841533333333332,327.623
Synthetic,RANKNET,VA,500,1000,MDCR,72,0.925,0.21871666666666667,328.075
Synthetic,RANKNET,RA,500,1000,DCR,73,0.935,0.242444,363.666
Synthetic,RANKNET,RA,500,1000,MDCR,73,0.934,0.241284,361.926
Synthetic,RANKNET,VA,500,1000,DCR,73,0.935,0.226276,339.414
Synthetic,RANKNET,VA,500,1000,MDCR,73,0.935,0.22598466666666664,338.977
Synthetic,RANKNET,RA,500,1000,DCR,74,0.887,0.21707933333333335,325.619
Synthetic,RANKNET,RA,500,1000,MDCR,74,0.883,0.215894,323.841
Synthetic,RANKNET,VA,500,1000,DCR,74,0.895,0.20843933333333334,312.659
Synthetic,RANKNET,VA,500,1000,MDCR,74,0.895,0.20802933333333332,312.044
Synthetic,RANKNET,RA,500,1000,DCR,75,0.907,0.22668333333333332,340.025
Synthetic,RANKNET,RA,500,1000,MDCR,75,0.907,0.22668333333333332,340.025
Synthetic,RANKNET,VA,500,1000,DCR,75,0.913,0.21348066666666668,320.221
Synthetic,RANKNET,VA,500,1000,MDCR,75,0.913,0.21351533333333336,320.273
Synthetic,RANKNET,RA,500,1000,DCR,76,0.9,0.223624,335.436
Synthetic,RANKNET,RA,500,1000,MDCR,76,0.898,0.22244266666666665,333.664
Synthetic,RANKNET,VA,500,1000,DCR,76,0.902,0.211178,316.767
Synthetic,RANKNET,VA,500,1000,MDCR,76,0.898,0.21007933333333334,315.119
Synthetic,RANKNET,RA,500,1000,DCR,77,0.912,0.23242866666666664,348.643
Synthetic,RANKNET,RA,500,1000,MDCR,77,0.912,0.23242866666666664,348.643
Synthetic,RANKNET,VA,500,1000,DCR,77,0.93,0.22304933333333335,334.574
Synthetic,RANKNET,VA,500,1000,MDCR,77,0.93,0.2233486666666667,335.023
Synthetic,RANKNET,RA,500,1000,DCR,78,0.907,0.22525199999999998,337.878
Synthetic,RANKNET,RA,500,1000,MDCR,78,0.907,0.22525199999999998,337.878
Synthetic,RANKNET,VA,500,1000,DCR,78,0.92,0.21697733333333333,325.466
Synthetic,RANKNET,VA,500,1000,MDCR,78,0.919,0.21591466666666667,323.872
Synthetic,RANKNET,RA,500,1000,DCR,79,0.903,0.2248406666666667,337.261
Synthetic,RANKNET,RA,500,1000,MDCR,79,0.904,0.22601466666666667,339.022
Synthetic,RANKNET,VA,500,1000,DCR,79,0.904,0.208204,312.306
Synthetic,RANKNET,VA,500,1000,MDCR,79,0.904,0.20822200000000002,312.333
Synthetic,RANKNET,RA,500,1000,DCR,80,0.912,0.229354,344.031
Synthetic,RANKNET,RA,500,1000,MDCR,80,0.915,0.23052066666666668,345.781
Synthetic,RANKNET,VA,500,1000,DCR,80,0.925,0.22050266666666668,330.754
Synthetic,RANKNET,VA,500,1000,MDCR,80,0.925,0.21987600000000002,329.814
Synthetic,RANKNET,RA,500,1000,DCR,81,0.912,0.23034933333333332,345.524
